# Original file: "vega_c95.fits"
# this is the vega spectrum from ATLAS12
# It covers 0.09 - 2.6 microns with uniform spacing of 0.1nm
# downloaded from here: ftp://ftp.stsci.edu/cdbs/grid/k93models/standards/
# see the readme there for more details.
#
# wavelength units are angstroms
# flux units are erg cm-2 s-1 angstrom-1

wavelength flux
7007.500 1.68228E-09
7008.500 1.68247E-09
7009.500 1.68161E-09
7010.500 1.68113E-09
7011.500 1.68041E-09
7012.500 1.67888E-09
7013.500 1.67864E-09
7014.500 1.67550E-09
7015.500 1.67735E-09
7016.500 1.67664E-09
7017.500 1.67583E-09
7018.500 1.67416E-09
7019.500 1.67278E-09
7020.500 1.67363E-09
7021.500 1.67292E-09
7022.500 1.67216E-09
7023.500 1.66898E-09
7024.500 1.65716E-09
7025.500 1.66983E-09
7026.500 1.66874E-09
7027.500 1.66845E-09
7028.500 1.66765E-09
7029.500 1.66684E-09
7030.500 1.66608E-09
7031.500 1.66542E-09
7032.500 1.66452E-09
7033.500 1.66404E-09
7034.500 1.66315E-09
7035.500 1.66244E-09
7036.500 1.66007E-09
7037.500 1.66107E-09
7038.500 1.66026E-09
7039.500 1.65951E-09
7040.500 1.65606E-09
7041.500 1.65800E-09
7042.500 1.65739E-09
7043.500 1.65432E-09
7044.500 1.65220E-09
7045.500 1.65517E-09
7046.500 1.65414E-09
7047.500 1.65371E-09
7048.500 1.65249E-09
7049.500 1.65226E-09
7050.500 1.65151E-09
7051.500 1.65071E-09
7052.500 1.65001E-09
7053.500 1.64916E-09
7054.500 1.64836E-09
7055.500 1.64785E-09
7056.500 1.64705E-09
7057.500 1.64579E-09
7058.500 1.64081E-09
7059.500 1.64490E-09
7060.500 1.64420E-09
7061.500 1.64350E-09
7062.500 1.64200E-09
7063.500 1.64201E-09
7064.500 1.64126E-09
7065.500 1.63920E-09
7066.500 1.63949E-09
7067.500 1.63696E-09
7068.500 1.63828E-09
7069.500 1.63716E-09
7070.500 1.63431E-09
7071.500 1.63614E-09
7072.500 1.63549E-09
7073.500 1.63353E-09
7074.500 1.63400E-09
7075.500 1.63331E-09
7076.500 1.63247E-09
7077.500 1.63187E-09
7078.500 1.63113E-09
7079.500 1.63025E-09
7080.500 1.62965E-09
7081.500 1.62886E-09
7082.500 1.62831E-09
7083.500 1.62696E-09
7084.500 1.62683E-09
7085.500 1.62581E-09
7086.500 1.62502E-09
7087.500 1.62456E-09
7088.500 1.62392E-09
7089.500 1.62314E-09
7090.500 1.62254E-09
7091.500 1.62134E-09
7092.500 1.61999E-09
7093.500 1.62010E-09
7094.500 1.61964E-09
7095.500 1.61867E-09
7096.500 1.61826E-09
7097.500 1.61734E-09
7098.500 1.61665E-09
7099.500 1.61587E-09
7100.500 1.61537E-09
7101.500 1.61422E-09
7102.500 1.60945E-09
7103.500 1.61322E-09
7104.500 1.61258E-09
7105.500 1.61171E-09
7106.500 1.61116E-09
7107.500 1.61029E-09
7108.500 1.60965E-09
7109.500 1.60887E-09
7110.500 1.60481E-09
7111.500 1.60700E-09
7112.500 1.60673E-09
7113.500 1.58207E-09
7114.500 1.60416E-09
7115.500 1.55139E-09
7116.500 1.60307E-09
7117.500 1.57220E-09
7118.500 1.58789E-09
7119.500 1.59886E-09
7120.500 1.60113E-09
7121.500 1.59066E-09
7122.500 1.59982E-09
7123.500 1.59905E-09
7124.500 1.59163E-09
7125.500 1.59774E-09
7126.500 1.59701E-09
7127.500 1.59582E-09
7128.500 1.59542E-09
7129.500 1.59369E-09
7130.500 1.59388E-09
7131.500 1.59339E-09
7132.500 1.59087E-09
7133.500 1.59153E-09
7134.500 1.58768E-09
7135.500 1.59068E-09
7136.500 1.58665E-09
7137.500 1.58864E-09
7138.500 1.58861E-09
7139.500 1.58794E-09
7140.500 1.58520E-09
7141.500 1.58641E-09
7142.500 1.58573E-09
7143.500 1.58515E-09
7144.500 1.58090E-09
7145.500 1.58357E-09
7146.500 1.58304E-09
7147.500 1.58186E-09
7148.500 1.58165E-09
7149.500 1.58038E-09
7150.500 1.57476E-09
7151.500 1.57954E-09
7152.500 1.57883E-09
7153.500 1.57802E-09
7154.500 1.57749E-09
7155.500 1.57682E-09
7156.500 1.57615E-09
7157.500 1.57443E-09
7158.500 1.55877E-09
7159.500 1.57405E-09
7160.500 1.57334E-09
7161.500 1.57262E-09
7162.500 1.57196E-09
7163.500 1.57079E-09
7164.500 1.56921E-09
7165.500 1.56987E-09
7166.500 1.56473E-09
7167.500 1.56493E-09
7168.500 1.56728E-09
7169.500 1.56688E-09
7170.500 1.56608E-09
7171.500 1.56560E-09
7172.500 1.56498E-09
7173.500 1.56441E-09
7174.500 1.56343E-09
7175.500 1.56308E-09
7176.500 1.56192E-09
7177.500 1.56126E-09
7178.500 1.56037E-09
7179.500 1.56025E-09
7180.500 1.55964E-09
7181.500 1.55875E-09
7182.500 1.55827E-09
7183.500 1.55393E-09
7184.500 1.55654E-09
7185.500 1.55592E-09
7186.500 1.55508E-09
7187.500 1.55488E-09
7188.500 1.55404E-09
7189.500 1.54395E-09
7190.500 1.55285E-09
7191.500 1.55183E-09
7192.500 1.55145E-09
7193.500 1.55034E-09
7194.500 1.54995E-09
7195.500 1.54495E-09
7196.500 1.54850E-09
7197.500 1.54807E-09
7198.500 1.54687E-09
7199.500 1.54676E-09
7200.500 1.54606E-09
7201.500 1.54540E-09
7202.500 1.54448E-09
7203.500 1.54400E-09
7204.500 1.54209E-09
7205.500 1.54270E-09
7206.500 1.54200E-09
7207.500 1.54139E-09
7208.500 1.54060E-09
7209.500 1.53324E-09
7210.500 1.53853E-09
7211.500 1.53864E-09
7212.500 1.53804E-09
7213.500 1.53721E-09
7214.500 1.53624E-09
7215.500 1.53590E-09
7216.500 1.53238E-09
7217.500 1.53465E-09
7218.500 1.53395E-09
7219.500 1.53326E-09
7220.500 1.53230E-09
7221.500 1.53160E-09
7222.500 1.53131E-09
7223.500 1.53057E-09
7224.500 1.52109E-09
7225.500 1.52843E-09
7226.500 1.51885E-09
7227.500 1.52794E-09
7228.500 1.52671E-09
7229.500 1.52615E-09
7230.500 1.52604E-09
7231.500 1.52517E-09
7232.500 1.52457E-09
7233.500 1.52393E-09
7234.500 1.52337E-09
7235.500 1.52273E-09
7236.500 1.52177E-09
7237.500 1.52055E-09
7238.500 1.52048E-09
7239.500 1.51997E-09
7240.500 1.51942E-09
7241.500 1.51802E-09
7242.500 1.51327E-09
7243.500 1.51495E-09
7244.500 1.51551E-09
7245.500 1.51527E-09
7246.500 1.51369E-09
7247.500 1.51443E-09
7248.500 1.51393E-09
7249.500 1.51351E-09
7250.500 1.51283E-09
7251.500 1.51214E-09
7252.500 1.50985E-09
7253.500 1.50975E-09
7254.500 1.51005E-09
7255.500 1.50950E-09
7256.500 1.49636E-09
7257.500 1.50817E-09
7258.500 1.50731E-09
7259.500 1.50694E-09
7260.500 1.50631E-09
7261.500 1.50567E-09
7262.500 1.50481E-09
7263.500 1.50315E-09
7264.500 1.50283E-09
7265.500 1.50273E-09
7266.500 1.49876E-09
7267.500 1.50146E-09
7268.500 1.50104E-09
7269.500 1.50032E-09
7270.500 1.49977E-09
7271.500 1.49909E-09
7272.500 1.49851E-09
7273.500 1.49778E-09
7274.500 1.49689E-09
7275.500 1.49647E-09
7276.500 1.49540E-09
7277.500 1.49362E-09
7278.500 1.49462E-09
7279.500 1.49399E-09
7280.500 1.49296E-09
7281.500 1.49251E-09
7282.500 1.49205E-09
7283.500 1.49107E-09
7284.500 1.48987E-09
7285.500 1.49007E-09
7286.500 1.48852E-09
7287.500 1.48837E-09
7288.500 1.48797E-09
7289.500 1.48403E-09
7290.500 1.48578E-09
7291.500 1.47348E-09
7292.500 1.48537E-09
7293.500 1.48478E-09
7294.500 1.48415E-09
7295.500 1.48238E-09
7296.500 1.48295E-09
7297.500 1.48232E-09
7298.500 1.48169E-09
7299.500 1.48067E-09
7300.500 1.47969E-09
7301.500 1.47977E-09
7302.500 1.47902E-09
7303.500 1.47808E-09
7304.500 1.47790E-09
7305.500 1.47728E-09
7306.500 1.47661E-09
7307.500 1.47598E-09
7308.500 1.47519E-09
7309.500 1.47272E-09
7310.500 1.46031E-09
7311.500 1.47349E-09
7312.500 1.46578E-09
7313.500 1.47024E-09
7314.500 1.47158E-09
7315.500 1.47066E-09
7316.500 1.47030E-09
7317.500 1.46972E-09
7318.500 1.46901E-09
7319.500 1.46839E-09
7320.500 1.46760E-09
7321.500 1.46720E-09
7322.500 1.45570E-09
7323.500 1.46592E-09
7324.500 1.46526E-09
7325.500 1.46459E-09
7326.500 1.46398E-09
7327.500 1.46340E-09
7328.500 1.45999E-09
7329.500 1.46212E-09
7330.500 1.46151E-09
7331.500 1.46089E-09
7332.500 1.45853E-09
7333.500 1.45922E-09
7334.500 1.45874E-09
7335.500 1.45812E-09
7336.500 1.45738E-09
7337.500 1.45685E-09
7338.500 1.45650E-09
7339.500 1.45588E-09
7340.500 1.45514E-09
7341.500 1.45422E-09
7342.500 1.45400E-09
7343.500 1.45338E-09
7344.500 1.45277E-09
7345.500 1.45207E-09
7346.500 1.45150E-09
7347.500 1.45089E-09
7348.500 1.45028E-09
7349.500 1.44923E-09
7350.500 1.44901E-09
7351.500 1.44845E-09
7352.500 1.44770E-09
7353.500 1.44649E-09
7354.500 1.44635E-09
7355.500 1.44479E-09
7356.500 1.44483E-09
7357.500 1.44249E-09
7358.500 1.44400E-09
7359.500 1.44348E-09
7360.500 1.44283E-09
7361.500 1.44222E-09
7362.500 1.44161E-09
7363.500 1.44045E-09
7364.500 1.43988E-09
7365.500 1.43932E-09
7366.500 1.43858E-09
7367.500 1.43854E-09
7368.500 1.43776E-09
7369.500 1.43720E-09
7370.500 1.43668E-09
7371.500 1.43560E-09
7372.500 1.43529E-09
7373.500 1.43486E-09
7374.500 1.43408E-09
7375.500 1.43335E-09
7376.500 1.43301E-09
7377.500 1.43201E-09
7378.500 1.43180E-09
7379.500 1.43111E-09
7380.500 1.43051E-09
7381.500 1.42926E-09
7382.500 1.42935E-09
7383.500 1.42861E-09
7384.500 1.42793E-09
7385.500 1.42724E-09
7386.500 1.42664E-09
7387.500 1.42621E-09
7388.500 1.42394E-09
7389.500 1.42175E-09
7390.500 1.42449E-09
7391.500 1.42085E-09
7392.500 1.42330E-09
7393.500 1.42257E-09
7394.500 1.42201E-09
7395.500 1.42026E-09
7396.500 1.42064E-09
7397.500 1.42013E-09
7398.500 1.41953E-09
7399.500 1.41902E-09
7400.500 1.41817E-09
7401.500 1.41783E-09
7402.500 1.41646E-09
7403.500 1.41595E-09
7404.500 1.41599E-09
7405.500 1.41540E-09
7406.500 1.41480E-09
7407.500 1.41186E-09
7408.500 1.41306E-09
7409.500 1.41302E-09
7410.500 1.41230E-09
7411.500 1.40820E-09
7412.500 1.41119E-09
7413.500 1.40715E-09
7414.500 1.41001E-09
7415.500 1.40920E-09
7416.500 1.40861E-09
7417.500 1.40159E-09
7418.500 1.40619E-09
7419.500 1.40645E-09
7420.500 1.40551E-09
7421.500 1.40505E-09
7422.500 1.40514E-09
7423.500 1.40446E-09
7424.500 1.40281E-09
7425.500 1.38812E-09
7426.500 1.40235E-09
7427.500 1.40214E-09
7428.500 1.40164E-09
7429.500 1.40084E-09
7430.500 1.40046E-09
7431.500 1.39979E-09
7432.500 1.39907E-09
7433.500 1.39861E-09
7434.500 1.39628E-09
7435.500 1.39748E-09
7436.500 1.39689E-09
7437.500 1.39605E-09
7438.500 1.39571E-09
7439.500 1.39504E-09
7440.500 1.39454E-09
7441.500 1.39391E-09
7442.500 1.39295E-09
7443.500 1.39253E-09
7444.500 1.37635E-09
7445.500 1.39035E-09
7446.500 1.39099E-09
7447.500 1.38483E-09
7448.500 1.38973E-09
7449.500 1.38860E-09
7450.500 1.38827E-09
7451.500 1.38056E-09
7452.500 1.38685E-09
7453.500 1.38665E-09
7454.500 1.38627E-09
7455.500 1.38514E-09
7456.500 1.38507E-09
7457.500 1.38453E-09
7458.500 1.38395E-09
7459.500 1.38336E-09
7460.500 1.38278E-09
7461.500 1.38216E-09
7462.500 1.38158E-09
7463.500 1.38100E-09
7464.500 1.35654E-09
7465.500 1.37984E-09
7466.500 1.37926E-09
7467.500 1.37855E-09
7468.500 1.37810E-09
7469.500 1.37752E-09
7470.500 1.35336E-09
7471.500 1.37632E-09
7472.500 1.37570E-09
7473.500 1.37450E-09
7474.500 1.37463E-09
7475.500 1.36282E-09
7476.500 1.37335E-09
7477.500 1.37286E-09
7478.500 1.35076E-09
7479.500 1.37116E-09
7480.500 1.37067E-09
7481.500 1.36511E-09
7482.500 1.36927E-09
7483.500 1.36911E-09
7484.500 1.36870E-09
7485.500 1.33728E-09
7486.500 1.36760E-09
7487.500 1.36698E-09
7488.500 1.36641E-09
7489.500 1.36596E-09
7490.500 1.36538E-09
7491.500 1.36477E-09
7492.500 1.36424E-09
7493.500 1.36279E-09
7494.500 1.36309E-09
7495.500 1.36244E-09
7496.500 1.36182E-09
7497.500 1.35059E-09
7498.500 1.36068E-09
7499.500 1.36019E-09
7500.500 1.35950E-09
7501.500 1.35905E-09
7502.500 1.35848E-09
7503.500 1.35787E-09
7504.500 1.35730E-09
7505.500 1.35640E-09
7506.500 1.35554E-09
7507.500 1.35559E-09
7508.500 1.35365E-09
7509.500 1.35441E-09
7510.500 1.35393E-09
7511.500 1.35336E-09
7512.500 1.35217E-09
7513.500 1.34169E-09
7514.500 1.35120E-09
7515.500 1.34375E-09
7516.500 1.34999E-09
7517.500 1.34047E-09
7518.500 1.34931E-09
7519.500 1.34820E-09
7520.500 1.34826E-09
7521.500 1.34769E-09
7522.500 1.34672E-09
7523.500 1.34652E-09
7524.500 1.34530E-09
7525.500 1.33638E-09
7526.500 1.34483E-09
7527.500 1.34360E-09
7528.500 1.34370E-09
7529.500 1.34318E-09
7530.500 1.34253E-09
7531.500 1.34193E-09
7532.500 1.34137E-09
7533.500 1.34014E-09
7534.500 1.34028E-09
7535.500 1.33824E-09
7536.500 1.33920E-09
7537.500 1.33856E-09
7538.500 1.33808E-09
7539.500 1.33752E-09
7540.500 1.33696E-09
7541.500 1.33644E-09
7542.500 1.33551E-09
7543.500 1.33528E-09
7544.500 1.33472E-09
7545.500 1.33395E-09
7546.500 1.33364E-09
7547.500 1.33304E-09
7548.500 1.33228E-09
7549.500 1.33159E-09
7550.500 1.33075E-09
7551.500 1.33085E-09
7552.500 1.33000E-09
7553.500 1.32953E-09
7554.500 1.32905E-09
7555.500 1.32854E-09
7556.500 1.32806E-09
7557.500 1.32615E-09
7558.500 1.32695E-09
7559.500 1.32619E-09
7560.500 1.32584E-09
7561.500 1.32512E-09
7562.500 1.32444E-09
7563.500 1.32405E-09
7564.500 1.32362E-09
7565.500 1.32302E-09
7566.500 1.32124E-09
7567.500 1.32195E-09
7568.500 1.32087E-09
7569.500 1.32076E-09
7570.500 1.31956E-09
7571.500 1.31954E-09
7572.500 1.31890E-09
7573.500 1.31855E-09
7574.500 1.31812E-09
7575.500 1.31753E-09
7576.500 1.31633E-09
7577.500 1.31512E-09
7578.500 1.31575E-09
7579.500 1.31528E-09
7580.500 1.31473E-09
7581.500 1.31288E-09
7582.500 1.31323E-09
7583.500 1.31316E-09
7584.500 1.31253E-09
7585.500 1.31133E-09
7586.500 1.31152E-09
7587.500 1.31093E-09
7588.500 1.30928E-09
7589.500 1.30975E-09
7590.500 1.30920E-09
7591.500 1.30869E-09
7592.500 1.30822E-09
7593.500 1.30772E-09
7594.500 1.30697E-09
7595.500 1.30658E-09
7596.500 1.30600E-09
7597.500 1.30549E-09
7598.500 1.30498E-09
7599.500 1.30444E-09
7600.500 1.30389E-09
7601.500 1.30335E-09
7602.500 1.30272E-09
7603.500 1.30225E-09
7604.500 1.30139E-09
7605.500 1.30121E-09
7606.500 1.30066E-09
7607.500 1.29991E-09
7608.500 1.29945E-09
7609.500 1.29903E-09
7610.500 1.29849E-09
7611.500 1.29790E-09
7612.500 1.29716E-09
7613.500 1.29686E-09
7614.500 1.29627E-09
7615.500 1.29569E-09
7616.500 1.29519E-09
7617.500 1.29465E-09
7618.500 1.29407E-09
7619.500 1.29183E-09
7620.500 1.29302E-09
7621.500 1.29188E-09
7622.500 1.29126E-09
7623.500 1.29060E-09
7624.500 1.29094E-09
7625.500 1.29044E-09
7626.500 1.28986E-09
7627.500 1.28880E-09
7628.500 1.28882E-09
7629.500 1.28828E-09
7630.500 1.28767E-09
7631.500 1.28721E-09
7632.500 1.28667E-09
7633.500 1.28613E-09
7634.500 1.28543E-09
7635.500 1.28510E-09
7636.500 1.28428E-09
7637.500 1.28209E-09
7638.500 1.28348E-09
7639.500 1.28295E-09
7640.500 1.28241E-09
7641.500 1.28188E-09
7642.500 1.27929E-09
7643.500 1.28072E-09
7644.500 1.28019E-09
7645.500 1.27977E-09
7646.500 1.27924E-09
7647.500 1.27838E-09
7648.500 1.27817E-09
7649.500 1.27731E-09
7650.500 1.27710E-09
7651.500 1.27661E-09
7652.500 1.27607E-09
7653.500 1.27554E-09
7654.500 1.27497E-09
7655.500 1.27387E-09
7656.500 1.27358E-09
7657.500 1.26929E-09
7658.500 1.27292E-09
7659.500 1.26688E-09
7660.500 1.27181E-09
7661.500 1.26925E-09
7662.500 1.26852E-09
7663.500 1.26858E-09
7664.500 1.26578E-09
7665.500 1.26920E-09
7666.500 1.26528E-09
7667.500 1.26515E-09
7668.500 1.26745E-09
7669.500 1.26712E-09
7670.500 1.26659E-09
7671.500 1.26550E-09
7672.500 1.26557E-09
7673.500 1.26504E-09
7674.500 1.26423E-09
7675.500 1.26398E-09
7676.500 1.26203E-09
7677.500 1.26297E-09
7678.500 1.26240E-09
7679.500 1.26191E-09
7680.500 1.26119E-09
7681.500 1.26038E-09
7682.500 1.25855E-09
7683.500 1.25981E-09
7684.500 1.25912E-09
7685.500 1.25879E-09
7686.500 1.25827E-09
7687.500 1.25640E-09
7688.500 1.25643E-09
7689.500 1.25673E-09
7690.500 1.25549E-09
7691.500 1.25552E-09
7692.500 1.25369E-09
7693.500 1.25214E-09
7694.500 1.25383E-09
7695.500 1.25355E-09
7696.500 1.25310E-09
7697.500 1.25242E-09
7698.500 1.25127E-09
7699.500 1.25118E-09
7700.500 1.25093E-09
7701.500 1.24757E-09
7702.500 1.24997E-09
7703.500 1.24948E-09
7704.500 1.24900E-09
7705.500 1.24848E-09
7706.500 1.24792E-09
7707.500 1.24697E-09
7708.500 1.24684E-09
7709.500 1.24644E-09
7710.500 1.24592E-09
7711.500 1.24540E-09
7712.500 1.24401E-09
7713.500 1.21413E-09
7714.500 1.24384E-09
7715.500 1.24332E-09
7716.500 1.24268E-09
7717.500 1.24228E-09
7718.500 1.24180E-09
7719.500 1.24125E-09
7720.500 1.24057E-09
7721.500 1.24017E-09
7722.500 1.23969E-09
7723.500 1.23914E-09
7724.500 1.23842E-09
7725.500 1.23787E-09
7726.500 1.23719E-09
7727.500 1.23707E-09
7728.500 1.23671E-09
7729.500 1.23557E-09
7730.500 1.23568E-09
7731.500 1.23516E-09
7732.500 1.23469E-09
7733.500 1.23206E-09
7734.500 1.23358E-09
7735.500 1.23310E-09
7736.500 1.23267E-09
7737.500 1.23219E-09
7738.500 1.23168E-09
7739.500 1.23116E-09
7740.500 1.23065E-09
7741.500 1.23006E-09
7742.500 1.22955E-09
7743.500 1.22911E-09
7744.500 1.22715E-09
7745.500 1.22762E-09
7746.500 1.22761E-09
7747.500 1.22683E-09
7748.500 1.22569E-09
7749.500 1.22612E-09
7750.500 1.22346E-09
7751.500 1.22470E-09
7752.500 1.22458E-09
7753.500 1.22380E-09
7754.500 1.22364E-09
7755.500 1.22309E-09
7756.500 1.22262E-09
7757.500 1.22195E-09
7758.500 1.22129E-09
7759.500 1.22113E-09
7760.500 1.22054E-09
7761.500 1.21996E-09
7762.500 1.21949E-09
7763.500 1.21909E-09
7764.500 1.21863E-09
7765.500 1.21808E-09
7766.500 1.21761E-09
7767.500 1.21714E-09
7768.500 1.21644E-09
7769.500 1.21613E-09
7770.500 1.21566E-09
7771.500 1.21515E-09
7772.500 1.21461E-09
7773.500 1.17817E-09
7774.500 1.10378E-09
7775.500 1.21251E-09
7776.500 1.07088E-09
7777.500 1.08938E-09
7778.500 1.21157E-09
7779.500 1.21095E-09
7780.500 1.21068E-09
7781.500 1.21017E-09
7782.500 1.20851E-09
7783.500 1.20920E-09
7784.500 1.20870E-09
7785.500 1.20738E-09
7786.500 1.20773E-09
7787.500 1.20723E-09
7788.500 1.20669E-09
7789.500 1.20626E-09
7790.500 1.20572E-09
7791.500 1.20472E-09
7792.500 1.20448E-09
7793.500 1.20429E-09
7794.500 1.20379E-09
7795.500 1.20325E-09
7796.500 1.20282E-09
7797.500 1.20232E-09
7798.500 1.20182E-09
7799.500 1.20067E-09
7800.500 1.20067E-09
7801.500 1.19994E-09
7802.500 1.19959E-09
7803.500 1.19851E-09
7804.500 1.19886E-09
7805.500 1.19840E-09
7806.500 1.19759E-09
7807.500 1.19744E-09
7808.500 1.19679E-09
7809.500 1.19644E-09
7810.500 1.19548E-09
7811.500 1.19548E-09
7812.500 1.19491E-09
7813.500 1.19399E-09
7814.500 1.19403E-09
7815.500 1.19353E-09
7816.500 1.19307E-09
7817.500 1.19258E-09
7818.500 1.19208E-09
7819.500 1.19158E-09
7820.500 1.19032E-09
7821.500 1.19063E-09
7822.500 1.19013E-09
7823.500 1.18926E-09
7824.500 1.18918E-09
7825.500 1.18869E-09
7826.500 1.18819E-09
7827.500 1.18762E-09
7828.500 1.18705E-09
7829.500 1.18678E-09
7830.500 1.18629E-09
7831.500 1.18538E-09
7832.500 1.18534E-09
7833.500 1.18481E-09
7834.500 1.17600E-09
7835.500 1.18379E-09
7836.500 1.18341E-09
7837.500 1.18227E-09
7838.500 1.18116E-09
7839.500 1.17900E-09
7840.500 1.18148E-09
7841.500 1.18079E-09
7842.500 1.17954E-09
7843.500 1.17756E-09
7844.500 1.17932E-09
7845.500 1.17868E-09
7846.500 1.17857E-09
7847.500 1.17800E-09
7848.500 1.17766E-09
7849.500 1.17717E-09
7850.500 1.16604E-09
7851.500 1.17361E-09
7852.500 1.17506E-09
7853.500 1.17525E-09
7854.500 1.17260E-09
7855.500 1.17264E-09
7856.500 1.17382E-09
7857.500 1.17322E-09
7858.500 1.16852E-09
7859.500 1.17198E-09
7860.500 1.17195E-09
7861.500 1.17123E-09
7862.500 1.16707E-09
7863.500 1.16113E-09
7864.500 1.17007E-09
7865.500 1.16955E-09
7866.500 1.16910E-09
7867.500 1.16865E-09
7868.500 1.16760E-09
7869.500 1.16772E-09
7870.500 1.16723E-09
7871.500 1.16656E-09
7872.500 1.16592E-09
7873.500 1.16581E-09
7874.500 1.16533E-09
7875.500 1.16481E-09
7876.500 1.16440E-09
7877.500 1.16365E-09
7878.500 1.16207E-09
7879.500 1.10218E-09
7880.500 1.16239E-09
7881.500 1.16179E-09
7882.500 1.16153E-09
7883.500 1.16063E-09
7884.500 1.16064E-09
7885.500 1.16020E-09
7886.500 1.15757E-09
7887.500 1.15923E-09
7888.500 1.15762E-09
7889.500 1.15830E-09
7890.500 1.15786E-09
7891.500 1.15738E-09
7892.500 1.15690E-09
7893.500 1.15645E-09
7894.500 1.15567E-09
7895.500 1.15549E-09
7896.500 1.15490E-09
7897.500 1.15363E-09
7898.500 1.05307E-09
7899.500 1.15282E-09
7900.500 1.15302E-09
7901.500 1.14942E-09
7902.500 1.15213E-09
7903.500 1.15139E-09
7904.500 1.15133E-09
7905.500 1.15089E-09
7906.500 1.15037E-09
7907.500 1.14802E-09
7908.500 1.14949E-09
7909.500 1.14849E-09
7910.500 1.14853E-09
7911.500 1.14776E-09
7912.500 1.14765E-09
7913.500 1.14658E-09
7914.500 1.14651E-09
7915.500 1.14615E-09
7916.500 1.14578E-09
7917.500 1.14355E-09
7918.500 1.14487E-09
7919.500 1.14409E-09
7920.500 1.14224E-09
7921.500 1.14348E-09
7922.500 1.14300E-09
7923.500 1.14253E-09
7924.500 1.14209E-09
7925.500 1.14072E-09
7926.500 1.14099E-09
7927.500 1.14059E-09
7928.500 1.14023E-09
7929.500 1.13979E-09
7930.500 1.13891E-09
7931.500 1.13888E-09
7932.500 1.13733E-09
7933.500 1.13679E-09
7934.500 1.13523E-09
7935.500 1.13703E-09
7936.500 1.13663E-09
7937.500 1.13616E-09
7938.500 1.13573E-09
7939.500 1.12637E-09
7940.500 1.13482E-09
7941.500 1.13431E-09
7942.500 1.13384E-09
7943.500 1.13333E-09
7944.500 1.13297E-09
7945.500 1.13035E-09
7946.500 1.12899E-09
7947.500 1.12985E-09
7948.500 1.12583E-09
7949.500 1.11020E-09
7950.500 1.12978E-09
7951.500 1.12979E-09
7952.500 1.12129E-09
7953.500 1.12437E-09
7954.500 1.11865E-09
7955.500 1.12736E-09
7956.500 1.12756E-09
7957.500 1.12694E-09
7958.500 1.12644E-09
7959.500 1.12619E-09
7960.500 1.12569E-09
7961.500 1.12500E-09
7962.500 1.12486E-09
7963.500 1.12440E-09
7964.500 1.12397E-09
7965.500 1.12346E-09
7966.500 1.12281E-09
7967.500 1.12257E-09
7968.500 1.12214E-09
7969.500 1.12163E-09
7970.500 1.12121E-09
7971.500 1.12059E-09
7972.500 1.11968E-09
7973.500 1.11992E-09
7974.500 1.11945E-09
7975.500 1.11903E-09
7976.500 1.11808E-09
7977.500 1.11810E-09
7978.500 1.11752E-09
7979.500 1.11721E-09
7980.500 1.11678E-09
7981.500 1.11632E-09
7982.500 1.11589E-09
7983.500 1.11487E-09
7984.500 1.07665E-09
7985.500 1.11450E-09
7986.500 1.11411E-09
7987.500 1.11368E-09
7988.500 1.11267E-09
7989.500 1.05930E-09
7990.500 1.11233E-09
7991.500 1.11191E-09
7992.500 1.11145E-09
7993.500 1.11099E-09
7994.500 1.11056E-09
7995.500 1.11010E-09
7996.500 1.10946E-09
7997.500 1.05594E-09
7998.500 1.10861E-09
7999.500 1.10826E-09
8000.500 1.10784E-09
8001.500 1.10127E-09
8002.500 1.10703E-09
8003.500 1.10660E-09
8004.500 1.10607E-09
8005.500 1.10569E-09
8006.500 1.10526E-09
8007.500 1.10484E-09
8008.500 1.10409E-09
8009.500 1.10392E-09
8010.500 1.10343E-09
8011.500 1.10308E-09
8012.500 1.10248E-09
8013.500 1.10209E-09
8014.500 1.10142E-09
8015.500 1.10122E-09
8016.500 1.10061E-09
8017.500 1.09852E-09
8018.500 1.10003E-09
8019.500 1.09917E-09
8020.500 1.09820E-09
8021.500 1.09869E-09
8022.500 1.09813E-09
8023.500 1.09324E-09
8024.500 1.09729E-09
8025.500 1.09695E-09
8026.500 1.09653E-09
8027.500 1.09607E-09
8028.500 1.09464E-09
8029.500 1.09480E-09
8030.500 1.09238E-09
8031.500 1.09429E-09
8032.500 1.09380E-09
8033.500 1.09331E-09
8034.500 1.09293E-09
8035.500 1.09237E-09
8036.500 1.09210E-09
8037.500 1.09092E-09
8038.500 1.09104E-09
8039.500 1.09070E-09
8040.500 1.09039E-09
8041.500 1.08990E-09
8042.500 1.08934E-09
8043.500 1.08907E-09
8044.500 1.08869E-09
8045.500 1.08828E-09
8046.500 1.08783E-09
8047.500 1.08622E-09
8048.500 1.08237E-09
8049.500 1.08644E-09
8050.500 1.08610E-09
8051.500 1.08528E-09
8052.500 1.08512E-09
8053.500 1.08475E-09
8054.500 1.08440E-09
8055.500 1.08392E-09
8056.500 1.08311E-09
8057.500 1.08313E-09
8058.500 1.08268E-09
8059.500 1.08227E-09
8060.500 1.07695E-09
8061.500 1.08137E-09
8062.500 1.07984E-09
8063.500 1.08054E-09
8064.500 1.07880E-09
8065.500 1.07961E-09
8066.500 1.07909E-09
8067.500 1.07882E-09
8068.500 1.07841E-09
8069.500 1.07797E-09
8070.500 1.07756E-09
