# Original file: "vega_c95.fits"
# this is the vega spectrum from ATLAS12
# It covers 0.09 - 2.6 microns with uniform spacing of 0.1nm
# downloaded from here: ftp://ftp.stsci.edu/cdbs/grid/k93models/standards/
# see the readme there for more details.
#
# wavelength units are angstroms
# flux units are erg cm-2 s-1 angstrom-1

wavelength flux
13507.500 2.21628E-10
13508.500 2.21646E-10
13509.500 2.21588E-10
13510.500 2.21529E-10
13511.500 2.21471E-10
13512.500 2.21348E-10
13513.500 2.21354E-10
13514.500 2.21296E-10
13515.500 2.21237E-10
13516.500 2.21179E-10
13517.500 2.21121E-10
13518.500 2.21062E-10
13519.500 2.21004E-10
13520.500 2.20946E-10
13521.500 2.20887E-10
13522.500 2.20829E-10
13523.500 2.20771E-10
13524.500 2.20687E-10
13525.500 2.20654E-10
13526.500 2.20583E-10
13527.500 2.20538E-10
13528.500 2.20480E-10
13529.500 2.20422E-10
13530.500 2.20363E-10
13531.500 2.20292E-10
13532.500 2.20247E-10
13533.500 2.20189E-10
13534.500 2.20131E-10
13535.500 2.20073E-10
13536.500 2.20002E-10
13537.500 2.19944E-10
13538.500 2.16794E-10
13539.500 2.19815E-10
13540.500 2.19783E-10
13541.500 2.19699E-10
13542.500 2.19667E-10
13543.500 2.19609E-10
13544.500 2.19551E-10
13545.500 2.19493E-10
13546.500 2.19435E-10
13547.500 2.19364E-10
13548.500 2.16231E-10
13549.500 2.19261E-10
13550.500 2.19076E-10
13551.500 2.19133E-10
13552.500 2.19087E-10
13553.500 2.19030E-10
13554.500 2.18972E-10
13555.500 2.18799E-10
13556.500 2.18805E-10
13557.500 2.18773E-10
13558.500 2.18741E-10
13559.500 2.18683E-10
13560.500 2.18625E-10
13561.500 2.18555E-10
13562.500 2.18497E-10
13563.500 2.15448E-10
13564.500 2.18394E-10
13565.500 2.18324E-10
13566.500 2.18279E-10
13567.500 2.18196E-10
13568.500 2.17642E-10
13569.500 2.18106E-10
13570.500 2.18036E-10
13571.500 2.17991E-10
13572.500 2.17921E-10
13573.500 2.17876E-10
13574.500 2.17806E-10
13575.500 2.17723E-10
13576.500 2.17704E-10
13577.500 2.17646E-10
13578.500 2.17589E-10
13579.500 2.17493E-10
13580.500 2.17474E-10
13581.500 2.17416E-10
13582.500 2.17359E-10
13583.500 2.17302E-10
13584.500 2.16356E-10
13585.500 2.15829E-10
13586.500 2.17130E-10
13587.500 2.17072E-10
13588.500 2.17015E-10
13589.500 2.16958E-10
13590.500 2.16900E-10
13591.500 2.15854E-10
13592.500 2.16406E-10
13593.500 2.16729E-10
13594.500 2.16659E-10
13595.500 2.16335E-10
13596.500 2.16532E-10
13597.500 2.16500E-10
13598.500 2.16443E-10
13599.500 2.16385E-10
13600.500 2.16290E-10
13601.500 2.16258E-10
13602.500 2.16201E-10
13603.500 2.16144E-10
13604.500 2.16100E-10
13605.500 2.15461E-10
13606.500 2.15581E-10
13607.500 2.15916E-10
13608.500 2.15872E-10
13609.500 2.15815E-10
13610.500 2.15758E-10
13611.500 2.15701E-10
13612.500 2.15644E-10
13613.500 2.15574E-10
13614.500 2.15530E-10
13615.500 2.15460E-10
13616.500 2.15416E-10
13617.500 2.15359E-10
13618.500 2.15302E-10
13619.500 2.13970E-10
13620.500 2.15188E-10
13621.500 2.15132E-10
13622.500 2.15087E-10
13623.500 2.15031E-10
13624.500 2.14936E-10
13625.500 2.14904E-10
13626.500 2.14759E-10
13627.500 2.13378E-10
13628.500 2.14280E-10
13629.500 2.14677E-10
13630.500 2.14608E-10
13631.500 2.14577E-10
13632.500 2.14520E-10
13633.500 2.14463E-10
13634.500 2.14407E-10
13635.500 2.14325E-10
13636.500 2.14293E-10
13637.500 2.14237E-10
13638.500 2.14180E-10
13639.500 2.14098E-10
13640.500 2.14029E-10
13641.500 2.14010E-10
13642.500 2.13954E-10
13643.500 2.13897E-10
13644.500 2.13841E-10
13645.500 2.13784E-10
13646.500 2.13715E-10
13647.500 2.13671E-10
13648.500 2.13615E-10
13649.500 2.13559E-10
13650.500 2.13502E-10
13651.500 2.13446E-10
13652.500 2.13389E-10
13653.500 2.10293E-10
13654.500 2.13214E-10
13655.500 2.10269E-10
13656.500 2.13164E-10
13657.500 2.13082E-10
13658.500 2.13051E-10
13659.500 2.12995E-10
13660.500 2.12951E-10
13661.500 2.12882E-10
13662.500 2.12763E-10
13663.500 2.12770E-10
13664.500 2.12714E-10
13665.500 2.12670E-10
13666.500 2.12601E-10
13667.500 2.12545E-10
13668.500 2.12501E-10
13669.500 2.12433E-10
13670.500 2.12352E-10
13671.500 2.12270E-10
13672.500 2.11951E-10
13673.500 2.11958E-10
13674.500 2.12165E-10
13675.500 2.12109E-10
13676.500 2.12053E-10
13677.500 2.11997E-10
13678.500 2.11940E-10
13679.500 2.11847E-10
13680.500 2.11828E-10
13681.500 2.11772E-10
13682.500 2.11566E-10
13683.500 2.11661E-10
13684.500 2.11605E-10
13685.500 2.11549E-10
13686.500 2.11280E-10
13687.500 2.11437E-10
13688.500 2.11381E-10
13689.500 2.10338E-10
13690.500 2.11157E-10
13691.500 2.11226E-10
13692.500 2.11170E-10
13693.500 2.11114E-10
13694.500 2.11058E-10
13695.500 2.11003E-10
13696.500 2.10934E-10
13697.500 2.10816E-10
13698.500 2.10835E-10
13699.500 2.10767E-10
13700.500 2.10624E-10
13701.500 1.98642E-10
13702.500 2.10612E-10
13703.500 2.10557E-10
13704.500 2.10501E-10
13705.500 2.10445E-10
13706.500 2.10303E-10
13707.500 2.09948E-10
13708.500 2.09655E-10
13709.500 2.08192E-10
13710.500 2.10167E-10
13711.500 2.10112E-10
13712.500 2.10031E-10
13713.500 2.09938E-10
13714.500 2.09945E-10
13715.500 2.09865E-10
13716.500 2.09847E-10
13717.500 2.09791E-10
13718.500 2.09736E-10
13719.500 2.09680E-10
13720.500 2.09625E-10
13721.500 2.09569E-10
13722.500 2.09402E-10
13723.500 2.09459E-10
13724.500 2.09403E-10
13725.500 2.09335E-10
13726.500 2.09168E-10
13727.500 2.09125E-10
13728.500 2.09194E-10
13729.500 2.09139E-10
13730.500 2.09084E-10
13731.500 2.09028E-10
13732.500 2.08973E-10
13733.500 2.08905E-10
13734.500 2.08838E-10
13735.500 2.08807E-10
13736.500 2.08740E-10
13737.500 2.08697E-10
13738.500 2.08629E-10
13739.500 2.08586E-10
13740.500 2.08531E-10
13741.500 2.08476E-10
13742.500 2.08421E-10
13743.500 2.08366E-10
13744.500 2.08311E-10
13745.500 2.05380E-10
13746.500 2.08200E-10
13747.500 2.00648E-10
13748.500 2.08066E-10
13749.500 2.08035E-10
13750.500 2.07993E-10
13751.500 2.07925E-10
13752.500 2.07883E-10
13753.500 2.07828E-10
13754.500 2.07773E-10
13755.500 2.07693E-10
13756.500 2.07663E-10
13757.500 2.07608E-10
13758.500 2.07553E-10
13759.500 2.07251E-10
13760.500 2.07381E-10
13761.500 2.07363E-10
13762.500 2.07259E-10
13763.500 2.07291E-10
13764.500 2.07224E-10
13765.500 2.07169E-10
13766.500 2.07102E-10
13767.500 2.07072E-10
13768.500 2.05720E-10
13769.500 2.04640E-10
13770.500 2.06907E-10
13771.500 2.06853E-10
13772.500 2.06798E-10
13773.500 2.06743E-10
13774.500 2.06688E-10
13775.500 2.06634E-10
13776.500 2.06554E-10
13777.500 2.06524E-10
13778.500 2.06482E-10
13779.500 2.06427E-10
13780.500 2.05547E-10
13781.500 2.06306E-10
13782.500 2.05955E-10
13783.500 2.06184E-10
13784.500 2.06142E-10
13785.500 2.06100E-10
13786.500 2.06045E-10
13787.500 2.05991E-10
13788.500 2.05936E-10
13789.500 2.05882E-10
13790.500 2.05840E-10
13791.500 2.05785E-10
13792.500 2.05718E-10
13793.500 2.05664E-10
13794.500 2.05622E-10
13795.500 2.05567E-10
13796.500 2.05488E-10
13797.500 2.05459E-10
13798.500 2.05404E-10
13799.500 2.05350E-10
13800.500 2.05295E-10
13801.500 2.03950E-10
13802.500 2.05187E-10
13803.500 2.05145E-10
13804.500 2.05091E-10
13805.500 2.05036E-10
13806.500 2.04982E-10
13807.500 2.04903E-10
13808.500 2.04873E-10
13809.500 2.04807E-10
13810.500 2.04765E-10
13811.500 2.04649E-10
13812.500 2.04657E-10
13813.500 2.04590E-10
13814.500 2.04548E-10
13815.500 2.04482E-10
13816.500 2.04440E-10
13817.500 2.04398E-10
13818.500 2.04344E-10
13819.500 2.04204E-10
13820.500 2.04236E-10
13821.500 2.04182E-10
13822.500 2.04054E-10
13823.500 2.04074E-10
13824.500 2.03995E-10
13825.500 2.03966E-10
13826.500 2.03912E-10
13827.500 2.03858E-10
13828.500 2.03791E-10
13829.500 2.03750E-10
13830.500 2.03708E-10
13831.500 2.03654E-10
13832.500 2.03465E-10
13833.500 2.03546E-10
13834.500 2.03492E-10
13835.500 2.01713E-10
13836.500 2.03385E-10
13837.500 2.03233E-10
13838.500 2.03277E-10
13839.500 2.03235E-10
13840.500 2.03181E-10
13841.500 2.03128E-10
13842.500 2.03074E-10
13843.500 2.03020E-10
13844.500 2.02966E-10
13845.500 2.02912E-10
13846.500 2.02859E-10
13847.500 2.02805E-10
13848.500 2.02751E-10
13849.500 2.02698E-10
13850.500 2.02656E-10
13851.500 2.02590E-10
13852.500 2.02549E-10
13853.500 2.02495E-10
13854.500 2.02429E-10
13855.500 2.02388E-10
13856.500 2.02334E-10
13857.500 2.02281E-10
13858.500 2.02215E-10
13859.500 2.02174E-10
13860.500 2.02120E-10
13861.500 2.02079E-10
13862.500 2.02001E-10
13863.500 2.01972E-10
13864.500 2.01918E-10
13865.500 2.01865E-10
13866.500 2.01811E-10
13867.500 2.01758E-10
13868.500 2.01704E-10
13869.500 2.01651E-10
13870.500 2.01610E-10
13871.500 2.01556E-10
13872.500 2.01503E-10
13873.500 2.01437E-10
13874.500 2.01384E-10
13875.500 2.01343E-10
13876.500 2.01289E-10
13877.500 2.01236E-10
13878.500 2.01183E-10
13879.500 2.01129E-10
13880.500 2.01076E-10
13881.500 2.01035E-10
13882.500 2.00982E-10
13883.500 2.00928E-10
13884.500 2.00875E-10
13885.500 2.00822E-10
13886.500 2.00769E-10
13887.500 2.00716E-10
13888.500 2.00662E-10
13889.500 2.00609E-10
13890.500 2.00556E-10
13891.500 2.00515E-10
13892.500 2.00462E-10
13893.500 2.00409E-10
13894.500 2.00356E-10
13895.500 2.00303E-10
13896.500 2.00201E-10
13897.500 2.00196E-10
13898.500 2.00131E-10
13899.500 2.00078E-10
13900.500 1.99916E-10
13901.500 1.99924E-10
13902.500 1.99931E-10
13903.500 1.99890E-10
13904.500 1.99837E-10
13905.500 1.99784E-10
13906.500 1.99732E-10
13907.500 1.99679E-10
13908.500 1.99638E-10
13909.500 1.99573E-10
13910.500 1.99520E-10
13911.500 1.99479E-10
13912.500 1.99172E-10
13913.500 1.99373E-10
13914.500 1.99296E-10
13915.500 1.99268E-10
13916.500 1.99215E-10
13917.500 1.99174E-10
13918.500 1.99121E-10
13919.500 1.99056E-10
13920.500 1.99016E-10
13921.500 1.98939E-10
13922.500 1.98910E-10
13923.500 1.98833E-10
13924.500 1.98805E-10
13925.500 1.98752E-10
13926.500 1.98711E-10
13927.500 1.97838E-10
13928.500 1.98328E-10
13929.500 1.98457E-10
13930.500 1.98501E-10
13931.500 1.98448E-10
13932.500 1.98396E-10
13933.500 1.98331E-10
13934.500 1.98290E-10
13935.500 1.98238E-10
13936.500 1.97655E-10
13937.500 1.98145E-10
13938.500 1.98092E-10
13939.500 1.98040E-10
13940.500 1.97987E-10
13941.500 1.97886E-10
13942.500 1.97858E-10
13943.500 1.93373E-10
13944.500 1.97765E-10
13945.500 1.97725E-10
13946.500 1.97684E-10
13947.500 1.97632E-10
13948.500 1.97580E-10
13949.500 1.97527E-10
13950.500 1.97487E-10
13951.500 1.97434E-10
13952.500 1.97370E-10
13953.500 1.97185E-10
13954.500 1.97217E-10
13955.500 1.97213E-10
13956.500 1.97173E-10
13957.500 1.97120E-10
13958.500 1.96684E-10
13959.500 1.97016E-10
13960.500 1.96976E-10
13961.500 1.96923E-10
13962.500 1.96871E-10
13963.500 1.96807E-10
13964.500 1.96767E-10
13965.500 1.96727E-10
13966.500 1.96662E-10
13967.500 1.96622E-10
13968.500 1.96438E-10
13969.500 1.96170E-10
13970.500 1.96466E-10
13971.500 1.96414E-10
13972.500 1.96362E-10
13973.500 1.96321E-10
13974.500 1.96245E-10
13975.500 1.96205E-10
13976.500 1.96165E-10
13977.500 1.96113E-10
13978.500 1.96037E-10
13979.500 1.96009E-10
13980.500 1.95969E-10
13981.500 1.95917E-10
13982.500 1.95865E-10
13983.500 1.95813E-10
13984.500 1.95737E-10
13985.500 1.95697E-10
13986.500 1.95657E-10
13987.500 1.95606E-10
13988.500 1.95554E-10
13989.500 1.95502E-10
13990.500 1.95438E-10
13991.500 1.95410E-10
13992.500 1.95358E-10
13993.500 1.95306E-10
13994.500 1.95254E-10
13995.500 1.95191E-10
13996.500 1.95151E-10
13997.500 1.94824E-10
13998.500 1.95059E-10
13999.500 1.94398E-10
14000.500 1.94956E-10
14001.500 1.94892E-10
14002.500 1.94852E-10
14003.500 1.94812E-10
14004.500 1.94761E-10
14005.500 1.94673E-10
14006.500 1.94657E-10
14007.500 1.94606E-10
14008.500 1.94554E-10
14009.500 1.94502E-10
14010.500 1.94427E-10
14011.500 1.94077E-10
14012.500 1.94359E-10
14013.500 1.94308E-10
14014.500 1.94256E-10
14015.500 1.94205E-10
14016.500 1.94106E-10
14017.500 1.94102E-10
14018.500 1.94062E-10
14019.500 1.94011E-10
14020.500 1.93923E-10
14021.500 1.93908E-10
14022.500 1.93856E-10
14023.500 1.93590E-10
14024.500 1.93765E-10
14025.500 1.93714E-10
14026.500 1.93662E-10
14027.500 1.93611E-10
14028.500 1.93559E-10
14029.500 1.93508E-10
14030.500 1.93231E-10
14031.500 1.93417E-10
14032.500 1.93366E-10
14033.500 1.93314E-10
14034.500 1.93263E-10
14035.500 1.93129E-10
14036.500 1.93161E-10
14037.500 1.93121E-10
14038.500 1.93070E-10
14039.500 1.93007E-10
14040.500 1.92955E-10
14041.500 1.92916E-10
14042.500 1.92841E-10
14043.500 1.92814E-10
14044.500 1.92774E-10
14045.500 1.92711E-10
14046.500 1.92672E-10
14047.500 1.92621E-10
14048.500 1.92570E-10
14049.500 1.92530E-10
14050.500 1.92277E-10
14051.500 1.92428E-10
14052.500 1.92377E-10
14053.500 1.92326E-10
14054.500 1.92275E-10
14055.500 1.92236E-10
14056.500 1.92185E-10
14057.500 1.92133E-10
14058.500 1.92082E-10
14059.500 1.92031E-10
14060.500 1.91980E-10
14061.500 1.91918E-10
14062.500 1.91855E-10
14063.500 1.91816E-10
14064.500 1.91788E-10
14065.500 1.91737E-10
14066.500 1.91686E-10
14067.500 1.91647E-10
14068.500 1.91596E-10
14069.500 1.91546E-10
14070.500 1.91495E-10
14071.500 1.91444E-10
14072.500 1.91393E-10
14073.500 1.91354E-10
14074.500 1.91303E-10
14075.500 1.91252E-10
14076.500 1.91201E-10
14077.500 1.91103E-10
14078.500 1.91100E-10
14079.500 1.91061E-10
14080.500 1.91010E-10
14081.500 1.90936E-10
14082.500 1.90885E-10
14083.500 1.90834E-10
14084.500 1.90795E-10
14085.500 1.90757E-10
14086.500 1.90706E-10
14087.500 1.90667E-10
14088.500 1.90605E-10
14089.500 1.90566E-10
14090.500 1.90515E-10
14091.500 1.90464E-10
14092.500 1.90426E-10
14093.500 1.90375E-10
14094.500 1.90324E-10
14095.500 1.90274E-10
14096.500 1.90211E-10
14097.500 1.90161E-10
14098.500 1.90122E-10
14099.500 1.90083E-10
14100.500 1.90033E-10
14101.500 1.89982E-10
14102.500 1.89932E-10
14103.500 1.89858E-10
14104.500 1.89843E-10
14105.500 1.89780E-10
14106.500 1.89718E-10
14107.500 1.89680E-10
14108.500 1.89629E-10
14109.500 1.89602E-10
14110.500 1.89458E-10
14111.500 1.89502E-10
14112.500 1.89451E-10
14113.500 1.89401E-10
14114.500 1.89362E-10
14115.500 1.89312E-10
14116.500 1.88427E-10
14117.500 1.89188E-10
14118.500 1.89161E-10
14119.500 1.89099E-10
14120.500 1.89060E-10
14121.500 1.88963E-10
14122.500 1.88972E-10
14123.500 1.88898E-10
14124.500 1.88871E-10
14125.500 1.88833E-10
14126.500 1.88782E-10
14127.500 1.88732E-10
14128.500 1.88682E-10
14129.500 1.88632E-10
14130.500 1.88570E-10
14131.500 1.88109E-10
14132.500 1.88493E-10
14133.500 1.88443E-10
14134.500 1.88393E-10
14135.500 1.88355E-10
14136.500 1.88293E-10
14137.500 1.88254E-10
14138.500 1.88204E-10
14139.500 1.88107E-10
14140.500 1.88104E-10
14141.500 1.88019E-10
14142.500 1.87981E-10
14143.500 1.87755E-10
14144.500 1.87916E-10
14145.500 1.87878E-10
14146.500 1.87746E-10
14147.500 1.87766E-10
14148.500 1.87728E-10
14149.500 1.87678E-10
14150.500 1.87628E-10
14151.500 1.87590E-10
14152.500 1.87540E-10
14153.500 1.87490E-10
14154.500 1.87440E-10
14155.500 1.87355E-10
14156.500 1.87352E-10
14157.500 1.87302E-10
14158.500 1.87252E-10
14159.500 1.87203E-10
14160.500 1.87153E-10
14161.500 1.87103E-10
14162.500 1.86925E-10
14163.500 1.87015E-10
14164.500 1.86942E-10
14165.500 1.86355E-10
14166.500 1.86866E-10
14167.500 1.86828E-10
14168.500 1.86778E-10
14169.500 1.86729E-10
14170.500 1.86679E-10
14171.500 1.86629E-10
14172.500 1.86580E-10
14173.500 1.86308E-10
14174.500 1.86492E-10
14175.500 1.86442E-10
14176.500 1.86393E-10
14177.500 1.86355E-10
14178.500 1.86247E-10
14179.500 1.86256E-10
14180.500 1.86206E-10
14181.500 1.86168E-10
14182.500 1.86119E-10
14183.500 1.86069E-10
14184.500 1.86020E-10
14185.500 1.85970E-10
14186.500 1.85851E-10
14187.500 1.85883E-10
14188.500 1.85833E-10
14189.500 1.85784E-10
14190.500 1.85734E-10
14191.500 1.85697E-10
14192.500 1.85589E-10
14193.500 1.85598E-10
14194.500 1.85548E-10
14195.500 1.85511E-10
14196.500 1.85461E-10
14197.500 1.85412E-10
14198.500 1.85362E-10
14199.500 1.85301E-10
14200.500 1.85148E-10
14201.500 1.85180E-10
14202.500 1.85119E-10
14203.500 1.85127E-10
14204.500 1.85078E-10
14205.500 1.85041E-10
14206.500 1.84991E-10
14207.500 1.84942E-10
14208.500 1.84893E-10
14209.500 1.84844E-10
14210.500 1.84806E-10
14211.500 1.84757E-10
14212.500 1.84708E-10
14213.500 1.84658E-10
14214.500 1.84598E-10
14215.500 1.84560E-10
14216.500 1.84360E-10
14217.500 1.84288E-10
14218.500 1.84424E-10
14219.500 1.84387E-10
14220.500 1.84338E-10
14221.500 1.84289E-10
14222.500 1.84239E-10
14223.500 1.84190E-10
14224.500 1.84141E-10
14225.500 1.83988E-10
14226.500 1.84055E-10
14227.500 1.84006E-10
14228.500 1.83656E-10
14229.500 1.83919E-10
14230.500 1.83871E-10
14231.500 1.83810E-10
14232.500 1.83773E-10
14233.500 1.83724E-10
14234.500 1.83686E-10
14235.500 1.83637E-10
14236.500 1.83577E-10
14237.500 1.83540E-10
14238.500 1.83502E-10
14239.500 1.83384E-10
14240.500 1.82677E-10
14241.500 1.83356E-10
14242.500 1.83318E-10
14243.500 1.83270E-10
14244.500 1.83221E-10
14245.500 1.83149E-10
14246.500 1.83123E-10
14247.500 1.83074E-10
14248.500 1.83037E-10
14249.500 1.82988E-10
14250.500 1.82940E-10
14251.500 1.82902E-10
14252.500 1.82854E-10
14253.500 1.82805E-10
14254.500 1.82756E-10
14255.500 1.82569E-10
14256.500 1.82601E-10
14257.500 1.82622E-10
14258.500 1.82562E-10
14259.500 1.82524E-10
14260.500 1.82487E-10
14261.500 1.82439E-10
14262.500 1.82390E-10
14263.500 1.82226E-10
14264.500 1.82293E-10
14265.500 1.82187E-10
14266.500 1.82207E-10
14267.500 1.82159E-10
14268.500 1.82110E-10
14269.500 1.82073E-10
14270.500 1.82025E-10
14271.500 1.81965E-10
14272.500 1.81928E-10
14273.500 1.81879E-10
14274.500 1.81693E-10
14275.500 1.81794E-10
14276.500 1.81653E-10
14277.500 1.81685E-10
14278.500 1.81591E-10
14279.500 1.81612E-10
14280.500 1.81563E-10
14281.500 1.81515E-10
14282.500 1.81478E-10
14283.500 1.81418E-10
14284.500 1.81381E-10
14285.500 1.81333E-10
14286.500 1.81284E-10
14287.500 1.81248E-10
14288.500 1.80913E-10
14289.500 1.80887E-10
14290.500 1.81103E-10
14291.500 1.81066E-10
14292.500 1.81018E-10
14293.500 1.80969E-10
14294.500 1.80921E-10
14295.500 1.80873E-10
14296.500 1.80343E-10
14297.500 1.80776E-10
14298.500 1.80637E-10
14299.500 1.80692E-10
14300.500 1.80655E-10
14301.500 1.80584E-10
14302.500 1.80559E-10
14303.500 1.80510E-10
14304.500 1.80474E-10
14305.500 1.80426E-10
14306.500 1.80217E-10
14307.500 1.80329E-10
14308.500 1.80293E-10
14309.500 1.79879E-10
14310.500 1.79991E-10
14311.500 1.80137E-10
14312.500 1.80055E-10
14313.500 1.80052E-10
14314.500 1.80016E-10
14315.500 1.79968E-10
14316.500 1.79874E-10
14317.500 1.79655E-10
14318.500 1.79835E-10
14319.500 1.79787E-10
14320.500 1.79751E-10
14321.500 1.79703E-10
14322.500 1.79655E-10
14323.500 1.79607E-10
14324.500 1.79571E-10
14325.500 1.79523E-10
14326.500 1.79475E-10
14327.500 1.79427E-10
14328.500 1.79379E-10
14329.500 1.79343E-10
14330.500 1.79295E-10
14331.500 1.79247E-10
14332.500 1.79199E-10
14333.500 1.79163E-10
14334.500 1.79115E-10
14335.500 1.79044E-10
14336.500 1.78746E-10
14337.500 1.78983E-10
14338.500 1.78935E-10
14339.500 1.78888E-10
14340.500 1.78840E-10
14341.500 1.78804E-10
14342.500 1.78756E-10
14343.500 1.78663E-10
14344.500 1.78660E-10
14345.500 1.78624E-10
14346.500 1.78577E-10
14347.500 1.78472E-10
14348.500 1.78481E-10
14349.500 1.78445E-10
14350.500 1.78375E-10
14351.500 1.78350E-10
14352.500 1.78302E-10
14353.500 1.78266E-10
14354.500 1.78218E-10
14355.500 1.78171E-10
14356.500 1.78123E-10
14357.500 1.78087E-10
14358.500 1.78040E-10
14359.500 1.77992E-10
14360.500 1.77945E-10
14361.500 1.77908E-10
14362.500 1.77861E-10
14363.500 1.77814E-10
14364.500 1.77732E-10
14365.500 1.77719E-10
14366.500 1.77660E-10
14367.500 1.77635E-10
14368.500 1.77588E-10
14369.500 1.77552E-10
14370.500 1.77504E-10
14371.500 1.77457E-10
14372.500 1.77409E-10
14373.500 1.77362E-10
14374.500 1.77326E-10
14375.500 1.77279E-10
14376.500 1.77231E-10
14377.500 1.77195E-10
14378.500 1.77148E-10
14379.500 1.77101E-10
14380.500 1.77065E-10
14381.500 1.76995E-10
14382.500 1.76914E-10
14383.500 1.76889E-10
14384.500 1.76887E-10
14385.500 1.76840E-10
14386.500 1.76793E-10
14387.500 1.76746E-10
14388.500 1.76710E-10
14389.500 1.76663E-10
14390.500 1.76615E-10
14391.500 1.76512E-10
14392.500 1.76532E-10
14393.500 1.76485E-10
14394.500 1.76348E-10
14395.500 1.76357E-10
14396.500 1.76355E-10
14397.500 1.76274E-10
14398.500 1.76261E-10
14399.500 1.76191E-10
14400.500 1.76156E-10
14401.500 1.76029E-10
14402.500 1.76084E-10
14403.500 1.63563E-10
14404.500 1.74297E-10
14405.500 1.75954E-10
14406.500 1.75196E-10
14407.500 1.69249E-10
14408.500 1.75825E-10
14409.500 1.75744E-10
14410.500 1.75731E-10
14411.500 1.75695E-10
14412.500 1.75648E-10
14413.500 1.75601E-10
14414.500 1.75554E-10
14415.500 1.75519E-10
14416.500 1.75472E-10
14417.500 1.75357E-10
14418.500 1.75378E-10
14419.500 1.75342E-10
14420.500 1.75296E-10
14421.500 1.75249E-10
14422.500 1.75022E-10
14423.500 1.68288E-10
14424.500 1.66509E-10
14425.500 1.75073E-10
14426.500 1.75015E-10
14427.500 1.74991E-10
14428.500 1.74899E-10
14429.500 1.74908E-10
14430.500 1.74805E-10
14431.500 1.74815E-10
14432.500 1.70810E-10
14433.500 1.72900E-10
14434.500 1.74675E-10
14435.500 1.74639E-10
14436.500 1.74604E-10
14437.500 1.74546E-10
14438.500 1.74140E-10
14439.500 1.74453E-10
14440.500 1.74429E-10
14441.500 1.74371E-10
14442.500 1.74335E-10
14443.500 1.74244E-10
14444.500 1.74253E-10
14445.500 1.73466E-10
14446.500 1.68909E-10
14447.500 1.74125E-10
14448.500 1.74078E-10
14449.500 1.74032E-10
14450.500 1.73985E-10
14451.500 1.73950E-10
14452.500 1.73679E-10
14453.500 1.73857E-10
14454.500 1.73799E-10
14455.500 1.73775E-10
14456.500 1.73606E-10
14457.500 1.73660E-10
14458.500 1.73434E-10
14459.500 1.73601E-10
14460.500 1.73554E-10
14461.500 1.73508E-10
14462.500 1.73462E-10
14463.500 1.73426E-10
14464.500 1.73380E-10
14465.500 1.73345E-10
14466.500 1.73287E-10
14467.500 1.73107E-10
14468.500 1.73206E-10
14469.500 1.73171E-10
14470.500 1.72923E-10
14471.500 1.73056E-10
14472.500 1.73043E-10
14473.500 1.72997E-10
14474.500 1.72951E-10
14475.500 1.72390E-10
14476.500 1.72847E-10
14477.500 1.72801E-10
14478.500 1.72777E-10
14479.500 1.72731E-10
14480.500 1.72696E-10
14481.500 1.72649E-10
14482.500 1.72603E-10
14483.500 1.72568E-10
14484.500 1.72522E-10
14485.500 1.72476E-10
14486.500 1.72441E-10
14487.500 1.72395E-10
14488.500 1.72349E-10
14489.500 1.72291E-10
14490.500 1.72257E-10
14491.500 1.72222E-10
14492.500 1.72153E-10
14493.500 1.72141E-10
14494.500 1.72095E-10
14495.500 1.72049E-10
14496.500 1.72014E-10
14497.500 1.71968E-10
14498.500 1.71922E-10
14499.500 1.71876E-10
14500.500 1.71785E-10
14501.500 1.71438E-10
14502.500 1.71415E-10
14503.500 1.71703E-10
14504.500 1.71635E-10
14505.500 1.70620E-10
14506.500 1.71576E-10
14507.500 1.71408E-10
14508.500 1.71496E-10
14509.500 1.71450E-10
14510.500 1.71415E-10
14511.500 1.71369E-10
14512.500 1.71323E-10
14513.500 1.71211E-10
14514.500 1.71232E-10
14515.500 1.71175E-10
14516.500 1.69940E-10
14517.500 1.71116E-10
14518.500 1.71071E-10
14519.500 1.71025E-10
14520.500 1.70990E-10
14521.500 1.70944E-10
14522.500 1.70899E-10
14523.500 1.69454E-10
14524.500 1.70818E-10
14525.500 1.70772E-10
14526.500 1.70571E-10
14527.500 1.70603E-10
14528.500 1.70635E-10
14529.500 1.70601E-10
14530.500 1.70566E-10
14531.500 1.70299E-10
14532.500 1.69699E-10
14533.500 1.70440E-10
14534.500 1.70384E-10
14535.500 1.70349E-10
14536.500 1.70304E-10
14537.500 1.70258E-10
14538.500 1.70223E-10
14539.500 1.70178E-10
14540.500 1.70055E-10
14541.500 1.70098E-10
14542.500 1.69942E-10
14543.500 1.69719E-10
14544.500 1.69961E-10
14545.500 1.69916E-10
14546.500 1.51099E-10
14547.500 1.69836E-10
14548.500 1.69801E-10
14549.500 1.69756E-10
14550.500 1.69722E-10
14551.500 1.69676E-10
14552.500 1.69564E-10
14553.500 1.69596E-10
14554.500 1.69551E-10
14555.500 1.69483E-10
14556.500 1.69471E-10
14557.500 1.69426E-10
14558.500 1.69071E-10
14559.500 1.68727E-10
14560.500 1.69290E-10
14561.500 1.69255E-10
14562.500 1.69210E-10
14563.500 1.69165E-10
14564.500 1.69130E-10
14565.500 1.69085E-10
14566.500 1.69051E-10
14567.500 1.68995E-10
14568.500 1.68960E-10
14569.500 1.68705E-10
14570.500 1.68837E-10
